GPA,Course_Scores,Aptitude_Score,Attendance,Supervisor_Evaluation,Report_Quality,Activity_Log_Frequency,Completion_Time,Feedback_Rating,Performance,Intern_ID,Performance_Score
0.14,30.9,25.5,54.31,4.05,0.65,8,5.36,2.62,Poor,INT3086,36.42
0.62,67.2,60.6,67.94,0.93,5.52,10,3.27,1.37,Average,INT3087,63.06
3.69,86.0,60.1,6.16,7.2,9.53,11,1.11,3.88,Excellent,INT3088,98.57
1.58,93.6,46.5,91.76,1.95,9.06,6,4.69,1.78,Good,INT3089,80.81
3.24,86.9,78.8,75.67,8.02,8.96,11,3.92,4.21,Good,INT3090,73.07
2.89,59.3,58.7,60.98,5.93,4.6,9,3.47,3.37,Average,INT3091,65.02
1.26,1.8,4.3,66.83,7.55,3.35,6,6.9,4.02,Poor,INT3092,37.11
2.34,38.7,74.6,73.22,3.7,3.22,13,3.55,2.48,Fair,INT3093,52.4
0.6,42.2,20.5,95.07,0.0,0.32,11,6.03,1.0,Fair,INT3094,45.37
3.87,77.2,92.9,61.22,10.0,8.27,15,2.43,5.0,Good,INT3095,84.21
2.68,57.2,36.5,51.58,7.48,6.3,10,5.01,3.99,Good,INT3096,79.55
0.51,22.9,64.8,71.67,5.65,1.17,6,7.0,3.26,Poor,INT3097,36.84
0.68,60.9,35.0,63.53,2.0,4.13,15,1.85,1.8,Average,INT3098,65.24
2.9,72.3,91.1,4.74,2.8,8.68,12,1.0,2.12,Good,INT3099,72.95
2.08,31.7,36.6,73.0,4.12,6.25,15,3.5,2.65,Average,INT3100,64.86
1.55,50.2,42.0,83.49,0.0,5.23,18,1.73,1.0,Average,INT3101,66.97
0.09,8.3,29.4,2.02,2.52,1.38,9,5.88,2.01,Fair,INT3102,46.67
0.92,6.0,79.7,87.59,1.5,1.62,8,6.17,1.6,Fair,INT3103,47.98
3.26,96.0,67.1,57.66,9.75,4.65,13,3.61,4.9,Good,INT3104,80.01
3.27,86.4,74.1,69.79,4.62,6.96,15,2.17,2.85,Good,INT3105,82.27
3.6,92.7,77.7,82.8,5.85,5.31,9,3.39,3.34,Good,INT3106,77.52
1.77,62.6,13.2,66.83,5.88,3.82,5,5.53,3.35,Average,INT3107,56.58
3.32,94.6,39.6,3.92,4.1,5.29,19,1.0,2.64,Excellent,INT3108,100.0
0.86,66.4,30.7,59.76,10.0,2.31,16,4.7,5.0,Good,INT3109,82.37
1.15,17.2,45.4,67.95,0.0,2.94,7,5.08,1.0,Fair,INT3110,52.95
0.41,32.2,68.1,56.12,1.72,0.53,6,5.3,1.69,Fair,INT3111,46.97
3.28,52.8,39.7,60.84,2.75,6.17,9,2.17,2.1,Average,INT3112,68.69
2.79,19.0,15.7,93.24,4.93,2.3,18,5.53,2.97,Fair,INT3113,49.79
2.46,79.6,96.1,55.23,6.38,6.89,17,1.98,3.55,Excellent,INT3114,87.56
3.47,92.7,62.4,97.58,3.32,7.92,10,1.79,2.33,Good,INT3115,84.62
2.17,10.6,22.8,6.59,4.73,2.94,14,6.17,2.89,Fair,INT3116,48.43
1.31,6.3,56.6,76.84,0.8,2.8,8,5.85,1.32,Fair,INT3117,50.28
1.44,85.6,92.4,9.15,9.42,5.22,14,1.0,4.77,Excellent,INT3118,87.0
2.55,69.0,89.3,85.53,7.5,5.82,23,2.92,4.0,Excellent,INT3119,92.5
0.59,48.6,8.6,45.51,4.05,6.42,8,2.32,2.62,Average,INT3120,69.07
3.59,92.7,50.3,88.5,4.05,7.91,14,2.22,2.62,Excellent,INT3121,88.84
1.83,49.3,68.8,67.97,2.0,4.69,13,3.92,1.8,Average,INT3122,58.96
0.19,23.8,46.8,38.16,0.0,2.64,7,1.21,1.0,Fair,INT3123,54.57
1.97,81.8,34.1,60.23,9.52,6.63,10,3.53,4.81,Average,INT3124,67.0
0.65,19.7,9.0,66.83,0.0,0.1,11,3.92,1.0,Poor,INT3125,33.35
0.85,21.7,51.0,67.52,4.22,4.6,13,4.62,2.69,Fair,INT3126,43.68
0.76,18.8,59.4,27.7,0.0,1.3,7,5.02,1.0,Fair,INT3127,46.23
2.77,80.3,71.6,36.73,9.65,4.46,22,1.08,4.86,Good,INT3128,80.35
0.82,33.6,25.2,81.41,2.03,1.93,8,7.0,1.81,Average,INT3129,67.69
1.25,8.9,28.2,94.72,2.0,2.76,11,6.01,1.8,Fair,INT3130,54.38
2.42,74.9,85.6,91.98,8.67,5.57,12,6.15,4.47,Average,INT3131,67.91
0.65,21.4,41.7,62.63,2.0,1.36,5,6.26,1.8,Fair,INT3132,42.69
1.29,2.8,28.8,17.27,1.12,0.81,4,6.42,1.45,Fair,INT3133,48.58
1.04,37.5,18.2,59.65,3.63,4.62,5,3.77,2.45,Average,INT3134,57.01
3.56,94.1,89.1,98.55,6.05,6.19,15,2.61,3.42,Excellent,INT3135,87.14
2.56,42.6,92.6,77.47,10.0,5.63,9,4.96,5.0,Excellent,INT3136,88.91
1.7,69.7,31.4,59.13,6.88,6.64,9,5.07,3.75,Good,INT3137,71.99
1.53,26.7,26.9,92.04,0.0,4.59,4,3.92,1.0,Fair,INT3138,47.2
3.28,94.9,91.8,69.76,7.5,7.75,9,3.65,4.0,Good,INT3139,83.0
3.45,91.5,77.0,62.83,4.68,6.71,11,1.0,2.87,Good,INT3140,71.87
2.24,59.2,64.3,63.03,10.0,7.16,14,3.26,5.0,Excellent,INT3141,88.22
3.24,54.7,51.6,69.66,4.82,7.44,13,6.12,2.93,Fair,INT3142,42.49
2.11,86.0,49.3,75.25,4.68,6.39,5,4.97,2.87,Average,INT3143,62.19
1.12,22.3,14.2,94.63,0.42,4.36,9,4.62,1.17,Average,INT3144,56.43
0.9,41.0,44.6,93.44,2.0,4.49,9,2.76,1.8,Average,INT3145,65.46
3.44,78.3,75.0,78.72,9.28,9.56,12,2.77,4.71,Good,INT3146,76.67
1.42,43.7,44.5,26.73,10.0,6.94,15,6.19,5.0,Average,INT3147,66.86
3.57,86.2,31.2,70.17,3.6,5.63,14,4.87,2.44,Average,INT3148,69.76
2.73,67.4,62.0,98.78,2.15,7.31,11,5.7,1.86,Good,INT3149,72.53
3.72,39.1,44.6,80.39,9.62,7.86,13,3.4,4.85,Good,INT3150,80.35
1.13,22.8,57.6,62.93,0.0,0.23,10,4.86,1.0,Average,INT3151,55.18
1.81,30.7,8.3,72.49,2.45,3.92,8,2.43,1.98,Fair,INT3152,52.48
0.3,7.7,21.2,76.6,0.0,0.49,8,5.68,1.0,Poor,INT3153,39.02
1.61,48.2,32.1,71.45,1.0,2.51,9,4.01,1.4,Average,INT3154,63.12
2.27,53.7,24.1,66.83,0.0,1.4,8,3.73,1.0,Average,INT3155,66.14
0.93,5.5,51.1,92.57,0.0,0.86,10,5.04,1.0,Fair,INT3156,49.03
2.43,25.7,35.6,75.37,1.3,3.01,10,6.26,1.52,Poor,INT3157,39.95
1.31,52.4,27.6,38.54,0.0,6.54,7,1.1,1.0,Average,INT3158,65.95
1.48,53.8,20.8,67.01,4.15,6.77,12,6.35,2.66,Good,INT3159,70.52
2.07,18.3,38.1,58.85,2.0,7.28,7,2.95,1.8,Average,INT3160,58.61
1.94,66.2,79.8,96.96,4.88,6.5,13,3.35,2.95,Good,INT3161,76.07
3.48,72.5,92.6,1.26,3.42,7.38,10,1.2,2.37,Good,INT3162,82.69
2.92,85.9,68.7,90.03,9.42,8.65,14,3.24,4.77,Good,INT3163,79.99
1.81,54.4,36.3,85.77,3.0,2.32,16,3.87,2.2,Average,INT3164,57.45
2.49,50.4,62.1,89.55,0.7,3.6,11,1.03,1.28,Good,INT3165,78.6
0.71,43.2,37.9,96.84,2.0,2.46,8,3.92,1.8,Fair,INT3166,53.79
0.43,10.7,8.4,81.17,3.45,1.49,9,6.52,2.38,Fair,INT3167,48.59
2.46,68.3,86.8,72.61,5.88,1.47,15,1.55,3.35,Good,INT3168,77.2
0.96,37.8,30.0,58.38,3.12,5.25,8,5.36,2.25,Average,INT3169,60.08
3.13,90.5,61.8,81.34,10.0,5.3,8,3.85,5.0,Good,INT3170,75.03
3.41,60.7,76.2,88.61,0.32,8.28,17,5.28,1.13,Good,INT3171,71.45
2.73,57.9,70.3,63.58,1.85,2.48,5,2.46,1.74,Average,INT3172,69.58
2.51,61.0,47.0,87.04,0.0,6.06,11,1.49,1.0,Good,INT3173,77.0
2.88,62.1,79.7,88.92,4.68,6.93,11,1.91,2.87,Excellent,INT3174,90.7
3.79,63.1,96.8,91.56,2.0,6.88,7,1.1,1.8,Good,INT3175,76.98
1.11,65.1,84.7,34.43,4.85,4.81,16,1.75,2.94,Good,INT3176,80.52
3.15,86.2,76.1,84.08,5.07,8.77,9,4.88,3.03,Good,INT3177,77.85
0.91,24.7,15.8,65.21,1.7,2.12,3,5.89,1.68,Fair,INT3178,45.07
1.28,32.6,5.6,86.95,2.48,2.37,7,6.34,1.99,Average,INT3179,56.55
0.68,24.6,24.8,73.15,0.0,8.27,8,4.66,1.0,Average,INT3180,55.43
0.62,14.0,29.1,29.54,0.0,2.39,7,1.56,1.0,Average,INT3181,61.72
0.31,8.7,12.3,66.83,2.0,0.63,18,2.4,1.8,Fair,INT3182,52.02
0.34,5.3,15.5,66.83,0.62,0.3,7,3.05,1.25,Fair,INT3183,49.21
2.72,72.3,58.1,58.9,3.87,4.24,6,2.08,2.55,Average,INT3184,57.48
1.72,83.0,21.0,9.28,4.55,6.08,10,4.14,2.82,Average,INT3185,58.75
2.18,20.7,69.7,80.9,3.5,3.66,10,4.48,2.4,Excellent,INT3186,87.15
1.52,44.0,35.5,92.43,4.35,5.24,15,3.59,2.74,Average,INT3187,67.23
3.14,71.1,39.9,51.04,8.85,6.7,13,3.32,4.54,Good,INT3188,82.78
1.42,48.7,83.3,53.31,7.5,1.16,15,5.57,4.0,Average,INT3189,66.55
2.61,31.9,66.3,40.51,10.0,6.13,11,5.33,5.0,Good,INT3190,75.65
1.45,82.5,40.3,66.83,5.88,5.65,9,3.08,3.35,Excellent,INT3191,86.56
1.16,20.4,26.4,20.34,3.15,0.52,12,6.2,2.26,Fair,INT3192,47.19
0.28,21.4,2.6,39.83,2.72,2.01,5,6.67,2.09,Poor,INT3193,31.69
1.76,28.5,29.0,61.6,3.2,6.8,12,3.44,2.28,Good,INT3194,74.0
1.58,23.0,83.5,69.95,4.68,2.74,4,3.45,2.87,Good,INT3195,71.35
2.5,87.1,84.7,61.25,10.0,8.54,15,4.38,5.0,Good,INT3196,82.11
0.41,17.3,43.9,67.63,4.95,4.02,14,7.0,2.98,Average,INT3197,68.55
0.6,52.6,55.7,86.43,7.08,2.65,7,6.38,3.83,Fair,INT3198,54.94
3.37,25.2,83.3,55.74,0.95,6.28,12,1.86,1.38,Good,INT3199,75.81
0.51,19.3,23.9,21.46,1.35,2.47,8,3.22,1.54,Average,INT3200,56.35
0.18,10.9,42.4,81.89,2.05,3.67,9,4.82,1.82,Fair,INT3201,49.64
1.51,48.8,16.8,73.85,4.68,6.67,6,3.8,2.87,Average,INT3202,63.31
2.75,78.5,54.9,96.73,5.05,2.9,16,2.25,3.02,Excellent,INT3203,85.82
2.49,75.7,63.7,64.47,5.75,1.98,13,5.93,3.3,Good,INT3204,70.69
1.62,59.8,59.5,86.31,4.55,1.09,16,4.67,2.82,Average,INT3205,60.86
3.08,73.2,46.7,86.54,10.0,2.48,14,6.1,5.0,Good,INT3206,74.18
2.83,40.3,10.3,61.08,5.78,2.74,17,6.0,3.31,Average,INT3207,60.82
3.83,96.5,26.2,95.16,10.0,6.79,15,5.57,5.0,Good,INT3208,83.64
0.63,76.8,43.8,74.56,0.0,4.36,8,3.7,1.0,Average,INT3209,57.14
2.25,64.9,57.6,83.94,8.05,7.09,10,4.7,4.22,Excellent,INT3210,86.0
3.07,59.3,36.9,36.55,4.25,6.14,14,1.58,2.7,Good,INT3211,75.29
0.46,14.1,7.5,25.11,4.68,4.18,15,4.98,2.87,Fair,INT3212,45.92
3.05,67.2,61.4,79.31,0.0,2.1,9,2.39,1.0,Average,INT3213,67.84
2.37,30.9,83.0,65.95,4.68,6.23,7,4.98,2.87,Good,INT3214,78.11
3.21,30.9,53.3,74.98,0.0,5.77,13,3.92,1.0,Average,INT3215,59.83
3.55,24.1,91.4,68.7,2.12,4.4,9,1.7,1.85,Good,INT3216,79.74
2.44,29.7,30.4,82.03,5.12,5.18,14,3.92,3.05,Good,INT3217,70.78
3.26,94.0,88.2,4.18,8.65,8.87,16,1.17,4.46,Good,INT3218,84.29
2.92,69.6,91.5,50.23,10.0,7.19,9,4.91,5.0,Average,INT3219,65.74
1.64,45.5,43.8,82.48,3.1,0.76,6,5.76,2.24,Average,INT3220,58.91
0.98,61.9,55.3,71.11,8.27,7.63,7,4.42,4.31,Average,INT3221,60.12
3.89,73.3,80.2,36.89,7.5,9.04,14,2.22,4.0,Excellent,INT3222,97.67
2.78,54.1,68.5,54.71,5.35,6.32,16,1.47,3.14,Good,INT3223,82.51
2.19,79.4,80.3,0.0,10.0,0.51,17,1.37,5.0,Excellent,INT3224,88.76
3.3,65.7,66.7,24.16,6.4,4.53,7,1.97,3.56,Good,INT3225,71.09
0.52,44.2,20.7,96.77,6.35,0.66,10,6.59,3.54,Fair,INT3226,53.95
0.45,71.1,12.2,71.63,1.62,7.17,14,2.83,1.65,Average,INT3227,69.24
3.25,76.4,60.1,52.1,4.65,3.56,12,3.52,2.86,Good,INT3228,76.07
0.7,25.5,37.0,56.94,3.1,7.54,7,3.92,2.24,Average,INT3229,57.72
0.59,14.4,26.3,7.63,2.2,3.82,15,2.69,1.88,Average,INT3230,57.05
0.65,56.8,20.3,79.44,0.0,1.92,7,3.72,1.0,Fair,INT3231,46.04
2.52,61.9,86.8,59.33,6.32,7.87,12,4.25,3.53,Average,INT3232,58.95
3.31,71.4,47.4,74.93,10.0,4.47,8,2.52,5.0,Excellent,INT3233,87.09
2.69,33.6,17.2,31.46,0.0,3.58,16,3.92,1.0,Average,INT3234,63.93
3.15,65.7,35.6,90.19,4.25,8.41,11,3.0,2.7,Good,INT3235,82.71
2.99,91.3,68.5,66.02,4.32,6.68,11,2.38,2.73,Excellent,INT3236,88.54
2.53,56.6,80.4,72.91,0.0,2.54,14,1.91,1.0,Average,INT3237,63.26
0.77,35.5,18.3,54.33,4.42,4.02,9,6.86,2.77,Average,INT3238,61.03
3.81,76.2,50.7,71.67,7.5,6.39,11,5.06,4.0,Good,INT3239,82.94
1.68,88.6,77.3,89.66,7.5,9.38,10,4.58,4.0,Excellent,INT3240,89.52
2.09,73.7,77.9,83.08,2.0,7.57,14,3.37,1.8,Average,INT3241,64.87
0.19,24.8,4.0,48.45,2.0,0.98,10,4.06,1.8,Fair,INT3242,49.32
0.57,35.5,5.3,75.2,3.48,1.15,10,4.41,2.39,Fair,INT3243,50.12
2.5,32.5,38.7,98.36,6.52,6.88,17,5.5,3.61,Good,INT3244,72.68
2.01,67.1,75.4,66.83,4.75,8.36,11,5.38,2.9,Good,INT3245,70.83
3.77,93.6,83.3,95.25,8.75,8.7,15,2.52,4.5,Excellent,INT3246,89.71
1.26,24.0,16.4,58.94,7.35,1.37,7,4.32,3.94,Average,INT3247,60.72
0.54,41.9,41.0,74.16,5.7,0.6,9,3.49,3.28,Average,INT3248,58.23
2.41,73.7,64.0,95.43,7.8,5.27,11,6.09,4.12,Average,INT3249,68.56
2.51,57.5,35.7,66.13,2.32,4.48,10,4.97,1.93,Average,INT3250,58.44
3.63,79.8,35.8,98.38,10.0,7.01,14,4.29,5.0,Good,INT3251,79.16
1.06,71.0,30.1,54.85,8.43,7.34,8,1.82,4.37,Average,INT3252,68.27
0.55,7.0,75.8,72.53,7.38,3.56,12,4.47,3.95,Average,INT3253,61.45
3.05,67.0,55.9,34.02,0.0,7.13,14,1.63,1.0,Good,INT3254,70.71
1.1,38.9,10.9,53.69,6.12,3.41,10,3.08,3.45,Fair,INT3255,52.92
1.99,75.8,58.5,93.98,0.15,3.68,16,2.2,1.06,Good,INT3256,78.07
0.92,35.0,19.6,62.6,0.0,0.99,2,3.92,1.0,Fair,INT3257,46.72
1.65,56.2,79.2,51.11,5.48,3.46,18,1.86,3.19,Average,INT3258,61.47
1.34,9.7,30.2,66.83,2.0,2.13,13,3.1,1.8,Fair,INT3259,48.84
0.92,4.0,10.7,82.96,0.0,0.72,12,5.9,1.0,Fair,INT3260,47.11
2.65,78.0,94.2,98.89,2.48,8.35,14,1.74,1.99,Excellent,INT3261,90.36
0.59,34.6,46.5,55.57,2.75,2.11,13,3.77,2.1,Average,INT3262,58.6
2.07,78.1,49.2,66.83,8.67,7.52,11,3.82,4.47,Good,INT3263,73.02
3.7,68.0,85.8,4.98,4.68,7.22,13,1.51,2.87,Excellent,INT3264,88.23
1.3,66.4,55.4,4.04,5.3,4.9,13,5.65,3.12,Average,INT3265,64.05
2.86,68.9,94.1,55.9,4.68,6.69,12,1.47,2.87,Excellent,INT3266,91.69
0.05,4.7,1.4,61.99,0.0,0.21,6,4.06,1.0,Fair,INT3267,44.8
2.88,46.0,60.9,59.82,6.88,5.66,6,4.81,3.75,Good,INT3268,74.29
2.86,73.4,62.3,41.99,10.0,8.57,19,5.18,5.0,Good,INT3269,79.24
2.34,58.0,39.6,93.66,6.12,3.51,11,4.69,3.45,Good,INT3270,77.49
2.33,68.1,36.3,75.55,3.68,1.55,5,2.27,2.47,Average,INT3271,60.79
1.08,80.9,69.0,4.58,7.28,2.07,8,1.0,3.91,Average,INT3272,64.23
0.94,30.4,37.4,38.53,0.0,1.66,3,5.46,1.0,Fair,INT3273,50.53
3.77,47.0,93.9,89.88,10.0,9.11,16,4.42,5.0,Good,INT3274,77.62
1.72,32.0,15.2,56.61,10.0,3.05,17,5.83,5.0,Average,INT3275,63.93
0.33,49.5,16.5,53.64,5.18,0.62,8,6.28,3.07,Fair,INT3276,46.58
1.39,62.5,55.2,19.67,9.4,4.28,10,6.01,4.76,Average,INT3277,58.28
0.25,69.2,70.3,87.3,4.4,8.07,8,4.41,2.76,Good,INT3278,81.72
2.98,18.3,83.0,50.22,3.73,4.65,8,2.5,2.49,Good,INT3279,75.13
2.66,59.0,52.1,77.03,6.05,4.37,11,5.36,3.42,Good,INT3280,70.49
2.98,75.9,51.8,62.47,10.0,7.33,15,3.51,5.0,Good,INT3281,76.09
0.87,33.7,31.4,66.61,2.0,6.68,9,1.63,1.8,Average,INT3282,62.02
0.96,46.8,51.6,61.48,3.7,3.48,10,6.41,2.48,Good,INT3283,70.45
1.5,32.7,61.9,62.03,0.0,5.1,8,5.85,1.0,Fair,INT3284,45.3
1.83,33.0,15.9,95.08,5.07,7.27,10,4.05,3.03,Good,INT3285,72.13
3.88,94.3,74.6,79.03,9.07,9.62,12,1.0,4.63,Excellent,INT3286,100.0
2.38,52.7,74.8,56.16,8.3,5.14,7,3.08,4.32,Good,INT3287,82.38
2.23,53.0,12.5,73.37,1.55,1.21,12,6.16,1.62,Fair,INT3288,50.82
0.89,23.0,7.4,72.58,4.93,1.6,9,6.86,2.97,Fair,INT3289,49.14
1.77,37.5,61.1,0.0,1.85,1.75,14,2.13,1.74,Average,INT3290,62.18
1.71,91.9,74.3,93.17,9.33,6.61,8,1.87,4.73,Excellent,INT3291,91.41
0.18,22.9,12.8,28.12,0.0,1.18,6,6.39,1.0,Poor,INT3292,38.83
2.14,60.4,86.9,78.55,3.0,7.13,8,3.26,2.2,Good,INT3293,78.06
2.06,5.1,12.8,92.19,0.0,1.89,12,4.55,1.0,Fair,INT3294,50.97
2.58,38.2,9.2,96.03,0.75,0.85,14,6.61,1.3,Average,INT3295,57.13
2.26,36.8,89.3,74.29,6.2,3.57,9,1.17,3.48,Average,INT3296,68.72
2.63,73.2,77.5,81.98,7.5,9.42,11,5.05,4.0,Good,INT3297,80.99
1.06,73.9,79.4,26.49,6.78,7.72,14,1.33,3.71,Good,INT3298,78.46
2.43,73.6,35.0,6.01,7.5,2.2,13,2.89,4.0,Average,INT3299,66.49
0.27,47.4,13.4,63.94,2.92,3.41,2,3.92,2.17,Poor,INT3300,37.12
3.68,24.7,27.9,54.67,7.18,3.93,13,3.89,3.87,Average,INT3301,60.7
0.45,7.0,31.1,63.98,4.12,7.32,14,7.0,2.65,Poor,INT3302,32.88
3.53,60.8,73.5,66.06,9.38,5.93,10,4.26,4.75,Average,INT3303,62.42
3.86,93.5,91.7,59.18,10.0,9.52,13,3.33,5.0,Excellent,INT3304,97.17
3.48,79.7,97.0,83.43,1.15,9.68,15,2.23,1.46,Good,INT3305,83.37
3.08,70.8,82.4,71.3,1.35,9.16,10,3.31,1.54,Good,INT3306,77.61
3.59,87.4,51.3,99.4,4.9,7.11,14,3.65,2.96,Good,INT3307,84.44
3.51,67.9,83.5,57.66,10.0,9.67,12,1.75,5.0,Excellent,INT3308,92.48
3.49,51.9,61.6,36.81,7.5,6.1,17,3.23,4.0,Excellent,INT3309,91.72
2.59,32.0,67.5,82.35,2.62,3.84,8,3.97,2.05,Average,INT3310,69.49
1.11,17.3,32.9,52.78,0.0,2.07,5,5.25,1.0,Fair,INT3311,51.11
1.79,62.7,49.6,85.85,8.6,6.78,10,5.09,4.44,Average,INT3312,60.24
0.23,12.8,42.2,54.99,0.0,1.28,8,5.01,1.0,Fair,INT3313,45.0
3.06,76.7,26.3,5.19,10.0,9.42,14,1.0,5.0,Good,INT3314,83.96
2.72,94.2,45.6,57.98,0.0,8.66,16,2.02,1.0,Average,INT3315,67.76
0.35,17.3,24.7,62.73,0.0,3.62,11,3.92,1.0,Fair,INT3316,52.07
1.3,18.8,38.9,84.16,0.0,1.45,15,3.99,1.0,Average,INT3317,56.78
2.41,75.7,73.5,1.4,4.3,8.11,14,1.39,2.72,Good,INT3318,79.83
2.02,88.7,72.5,77.77,10.0,2.65,8,5.36,5.0,Good,INT3319,75.53
1.84,63.2,20.8,30.11,9.68,7.04,7,5.34,4.87,Average,INT3320,63.83
1.43,82.2,54.9,54.9,4.68,2.49,14,4.25,2.87,Good,INT3321,75.76
3.5,62.6,57.9,70.51,0.0,8.11,10,1.57,1.0,Good,INT3322,73.21
1.22,5.2,7.9,57.27,3.22,0.9,16,5.27,2.29,Fair,INT3323,52.48
2.88,52.8,42.3,66.83,4.68,3.44,15,4.06,2.87,Average,INT3324,62.14
1.83,34.8,58.9,56.48,1.6,5.94,11,3.92,1.64,Average,INT3325,60.03
0.13,45.9,60.5,59.53,0.0,2.79,14,5.83,1.0,Fair,INT3326,42.16
2.8,76.5,26.8,90.88,6.92,3.99,20,5.36,3.77,Average,INT3327,66.63
0.96,10.9,60.1,83.01,4.95,3.01,14,3.96,2.98,Average,INT3328,59.56
1.76,80.2,24.3,61.55,0.0,7.32,3,2.0,1.0,Good,INT3329,73.7
1.8,83.4,31.2,70.91,10.0,8.43,18,4.66,5.0,Good,INT3330,80.05
0.99,19.9,9.2,69.81,3.82,1.95,14,4.46,2.53,Fair,INT3331,51.5
2.18,31.4,50.8,84.51,2.6,2.12,14,5.49,2.04,Average,INT3332,57.38
2.92,82.3,56.8,87.0,0.1,2.27,10,2.47,1.04,Good,INT3333,84.3
3.72,28.2,64.3,75.51,10.0,7.84,5,1.96,5.0,Excellent,INT3334,86.55
3.15,55.5,57.5,98.46,3.68,6.43,12,6.33,2.47,Average,INT3335,63.97
0.63,77.7,54.7,97.78,4.68,5.77,11,5.4,2.87,Good,INT3336,72.33
0.93,45.0,50.5,70.62,8.08,2.62,7,6.85,4.23,Average,INT3337,68.0
0.55,61.1,37.5,91.03,5.1,8.31,14,5.12,3.04,Average,INT3338,61.15
1.48,29.0,11.6,77.16,7.92,0.43,12,4.65,4.17,Average,INT3339,60.82
0.28,7.1,56.2,75.59,1.07,2.87,4,5.27,1.43,Fair,INT3340,53.01
0.92,18.0,71.2,52.75,10.0,3.81,10,6.82,5.0,Average,INT3341,59.77
0.96,46.1,72.5,3.59,2.0,4.02,9,3.92,1.8,Fair,INT3342,48.85
2.53,38.8,39.4,61.09,7.08,3.53,10,4.67,3.83,Average,INT3343,57.74
2.57,55.6,69.5,66.83,6.3,8.32,22,1.85,3.52,Excellent,INT3344,88.44
0.71,44.1,31.4,2.26,7.65,4.83,18,3.69,4.06,Good,INT3345,73.49
1.12,20.2,60.1,58.0,3.87,2.8,7,5.4,2.55,Average,INT3346,56.55
3.19,28.3,56.0,67.92,7.4,1.79,11,2.87,3.96,Average,INT3347,69.93
1.67,44.8,29.9,61.66,5.98,8.07,8,2.53,3.39,Average,INT3348,62.18
1.51,72.3,63.9,65.8,3.8,6.99,9,2.8,2.52,Average,INT3349,66.61
0.6,54.9,34.2,78.98,4.68,5.52,17,2.67,2.87,Good,INT3350,77.42
3.63,55.9,42.1,68.24,6.5,8.02,13,2.71,3.6,Excellent,INT3351,87.08
1.21,57.9,49.9,66.83,2.1,8.21,6,3.97,1.84,Average,INT3352,62.16
1.64,83.8,49.5,71.93,3.68,4.66,12,6.65,2.47,Good,INT3353,70.77
0.42,84.1,37.6,64.33,8.45,1.8,12,4.18,4.38,Average,INT3354,65.6
0.32,60.2,2.0,54.77,4.2,4.55,8,2.16,2.68,Fair,INT3355,54.82
1.89,42.0,41.0,71.29,10.0,7.59,12,1.14,5.0,Excellent,INT3356,98.69
0.16,13.5,7.6,50.57,2.35,0.24,10,4.8,1.94,Poor,INT3357,31.31
1.83,74.9,28.6,6.03,7.48,8.73,15,3.29,3.99,Good,INT3358,84.46
2.38,27.9,19.0,91.34,10.0,6.21,19,5.59,5.0,Good,INT3359,78.59
1.16,41.7,37.4,99.84,2.48,1.8,7,5.04,1.99,Average,INT3360,57.18
2.7,68.2,43.4,86.36,0.08,3.4,8,5.93,1.03,Fair,INT3361,50.73
0.22,50.4,11.5,21.53,0.0,3.02,10,2.66,1.0,Average,INT3362,67.07
1.19,12.8,24.9,26.7,1.05,2.7,7,4.69,1.42,Fair,INT3363,52.4
2.58,60.2,52.4,62.2,0.0,6.86,6,2.14,1.0,Good,INT3364,80.91
0.62,44.7,8.7,90.43,2.68,4.8,13,6.24,2.07,Fair,INT3365,53.44
1.19,7.0,62.9,41.24,5.7,5.14,7,3.92,3.28,Average,INT3366,64.49
1.51,5.9,23.6,23.22,5.65,2.74,9,3.44,3.26,Fair,INT3367,51.18
2.96,73.6,64.4,50.72,10.0,6.45,16,2.46,5.0,Good,INT3368,83.14
3.69,78.5,80.6,51.04,4.68,7.97,17,1.94,2.87,Good,INT3369,82.61
0.29,8.5,10.0,80.6,8.77,6.58,7,4.72,4.51,Average,INT3370,58.7
2.28,79.1,86.5,51.09,10.0,8.28,12,2.45,5.0,Good,INT3371,84.02
2.28,53.4,57.5,99.68,4.68,2.18,11,4.72,2.87,Average,INT3372,65.06
1.03,12.7,20.0,59.17,2.18,1.6,7,2.27,1.87,Fair,INT3373,53.03
2.18,44.6,56.5,49.07,8.2,8.01,5,5.39,4.28,Average,INT3374,68.07
1.73,33.4,18.4,57.75,2.08,3.75,7,6.19,1.83,Fair,INT3375,48.76
0.43,52.3,65.4,77.0,3.18,4.51,10,5.4,2.27,Average,INT3376,67.13
3.24,26.9,42.5,54.03,8.5,8.59,12,5.56,4.4,Good,INT3377,73.23
3.81,71.8,83.5,54.86,10.0,7.85,21,2.09,5.0,Excellent,INT3378,97.84
2.46,63.9,71.1,79.25,8.35,7.85,16,1.38,4.34,Excellent,INT3379,89.77
3.45,20.7,38.2,54.31,9.65,8.01,6,5.51,4.86,Average,INT3380,62.56
1.53,70.5,65.5,3.91,0.35,5.14,14,2.82,1.14,Average,INT3381,57.05
0.22,46.3,84.6,45.18,3.6,6.98,7,3.51,2.44,Fair,INT3382,53.47
3.84,81.7,90.2,5.13,9.33,9.25,5,1.12,4.73,Excellent,INT3383,93.05
2.0,59.2,74.0,95.83,1.82,5.28,18,2.53,1.73,Good,INT3384,81.8
